grupo;ano;participacao_pct
Economia Criativa;2015;0,03360971224686017
Economia Criativa;2016;0,03378206964582777
Economia Criativa;2017;0,034124492287757595
Economia Criativa;2018;0,033736553945541585
Economia Criativa;2019;0,03393934669467823
Economia Criativa;2020;0,03375248101200401
Economia Criativa;2021;0,03460317389346804
Economia Criativa;2022;0,03570558559645742
Economia Criativa;2023;0,03526041345660385
Economia Criativa;2024;0,03523075989869478
